1	249499	249899
1	969499	969899
1	1689499	1689899
1	2649499	2649899
1	3280098	3280498
1	3369499	3369899
1	3640098	3640498
1	4000098	4000498
1	4809499	4809899
1	6249499	6249899
1	6520098	6520498
1	7240098	7240498
1	7449499	7449899
1	7600098	7600498
1	8529499	8529899
1	8769499	8769899
1	8889499	8889899
1	9849499	9849899
1	10120098	10120498
1	11409499	11409899
1	13000098	13000498
1	13929499	13929899
1	14889499	14889899
1	16449499	16449899
1	17169499	17169899
1	17409499	17409899
1	18129499	18129899
1	18760098	18760498
1	18969499	18969899
1	19929499	19929899
1	20560098	20560498
1	20649499	20649899
1	20769499	20769899
1	21129499	21129899
1	21640098	21640498
1	21729499	21729899
1	22569499	22569899
1	23289499	23289899
1	23440098	23440498
1	24369499	24369899
1	24880098	24880498
1	25689499	25689899
1	27249499	27249899
1	27489499	27489899
1	27609499	27609899
1	28569499	28569899
1	29289499	29289899
1	29649499	29649899
1	29769499	29769899
1	30369499	30369899
1	30729499	30729899
1	31449499	31449899
1	31569499	31569899
1	32800098	32800498
1	35320098	35320498
1	35529499	35529899
1	36760098	36760498
1	37329499	37329899
1	37480098	37480498
1	39009499	39009899
1	39369499	39369899
1	39849499	39849899
1	41169499	41169899
1	41440098	41440498
1	42249499	42249899
1	43089499	43089899
1	43240098	43240498
1	45400098	45400498
1	49569499	49569899
1	51609499	51609899
1	51729499	51729899
1	52089499	52089899
1	53680098	53680498
1	53769499	53769899
2	1689499	1689899
2	1809499	1809899
2	2049499	2049899
2	2320098	2320498
2	2889499	2889899
2	3609499	3609899
2	3849499	3849899
2	3969499	3969899
2	4480098	4480498
2	4840098	4840498
2	5920098	5920498
2	7089499	7089899
2	8889499	8889899
2	9369499	9369899
2	9729499	9729899
2	10809499	10809899
2	11680098	11680498
2	11889499	11889899
2	12129499	12129899
2	12969499	12969899
2	13209499	13209899
2	13929499	13929899
2	14200098	14200498
2	14409499	14409899
2	16720098	16720498
2	17169499	17169899
2	17289499	17289899
2	17440098	17440498
2	18880098	18880498
2	19089499	19089899
2	19449499	19449899
2	19600098	19600498
2	19809499	19809899
2	20169499	20169899
2	20680098	20680498
2	22689499	22689899
2	23769499	23769899
2	24369499	24369899
2	25000098	25000498
2	25360098	25360498
2	26289499	26289899
2	27729499	27729899
2	28809499	28809899
2	29049499	29049899
2	29169499	29169899
2	29320098	29320498
2	29529499	29529899
2	29680098	29680498
2	30249499	30249899
2	30760098	30760498
2	31480098	31480498
2	32049499	32049899
2	32409499	32409899
2	32769499	32769899
2	36009499	36009899
2	36249499	36249899
2	41409499	41409899
2	42129499	42129899
2	43000098	43000498
2	43089499	43089899
2	45880098	45880498
2	46089499	46089899
2	46240098	46240498
2	46329499	46329899
2	46449499	46449899
2	46809499	46809899
2	47049499	47049899
2	47169499	47169899
2	47529499	47529899
2	47889499	47889899
2	49569499	49569899
2	49929499	49929899
2	51369499	51369899
2	51489499	51489899
2	51729499	51729899
2	52449499	52449899
2	52809499	52809899
2	53649499	53649899
2	53889499	53889899
2	54249499	54249899
2	54969499	54969899
2	57400098	57400498
3	9499	9899
3	280098	280498
3	3520098	3520498
3	3969499	3969899
3	9729499	9729899
3	10089499	10089899
3	11169499	11169899
3	12880098	12880498
3	12969499	12969899
3	14169499	14169899
3	15040098	15040498
3	16329499	16329899
3	16569499	16569899
3	16929499	16929899
3	18849499	18849899
3	20289499	20289899
3	20649499	20649899
3	20889499	20889899
3	23680098	23680498
3	24400098	24400498
3	25209499	25209899
3	26049499	26049899
3	26920098	26920498
3	28449499	28449899
3	31240098	31240498
3	31329499	31329899
3	32049499	32049899
3	35920098	35920498
3	37360098	37360498
3	37449499	37449899
3	37809499	37809899
3	38889499	38889899
3	39249499	39249899
3	40449499	40449899
3	40809499	40809899
3	41320098	41320498
3	42249499	42249899
3	42400098	42400498
3	42969499	42969899
3	44769499	44769899
3	46209499	46209899
3	46449499	46449899
3	49449499	49449899
3	50049499	50049899
3	50320098	50320498
3	50409499	50409899
3	51040098	51040498
3	51400098	51400498
3	52480098	52480498
3	52689499	52689899
3	52840098	52840498
3	54009499	54009899
4	1120098	1120498
4	1209499	1209899
4	3009499	3009899
4	3369499	3369899
4	3849499	3849899
4	4089499	4089899
4	4720098	4720498
4	5529499	5529899
4	5649499	5649899
4	6249499	6249899
4	6969499	6969899
4	7689499	7689899
4	7809499	7809899
4	7960098	7960498
4	8680098	8680498
4	9040098	9040498
4	10480098	10480498
4	10689499	10689899
4	11289499	11289899
4	12129499	12129899
4	12369499	12369899
4	13209499	13209899
4	14169499	14169899
4	14440098	14440498
4	14649499	14649899
4	15969499	15969899
4	20289499	20289899
4	20560098	20560498
4	20649499	20649899
4	20769499	20769899
4	21489499	21489899
4	21729499	21729899
4	22000098	22000498
4	22449499	22449899
4	22720098	22720498
4	22809499	22809899
4	22929499	22929899
4	25089499	25089899
4	25240098	25240498
4	25689499	25689899
4	25809499	25809899
4	25960098	25960498
4	26169499	26169899
4	26409499	26409899
4	26529499	26529899
4	26769499	26769899
4	27129499	27129899
4	27249499	27249899
4	27760098	27760498
4	28569499	28569899
4	28689499	28689899
4	29289499	29289899
4	29920098	29920498
4	30489499	30489899
4	31000098	31000498
4	31569499	31569899
4	32289499	32289899
4	32529499	32529899
4	33520098	33520498
4	33880098	33880498
4	35769499	35769899
4	38560098	38560498
4	39489499	39489899
4	41440098	41440498
4	42609499	42609899
4	46209499	46209899
4	46929499	46929899
4	47200098	47200498
4	49929499	49929899
4	50440098	50440498
4	50889499	50889899
4	51369499	51369899
4	52329499	52329899
5	1089499	1089899
5	1240098	1240498
5	4120098	4120498
5	4480098	4480498
5	4840098	4840498
5	5049499	5049899
5	5560098	5560498
5	6129499	6129899
5	7360098	7360498
5	7449499	7449899
5	8169499	8169899
5	8440098	8440498
5	9729499	9729899
5	10089499	10089899
5	10960098	10960498
5	11529499	11529899
5	11680098	11680498
5	12040098	12040498
5	12609499	12609899
5	13209499	13209899
5	13569499	13569899
5	15009499	15009899
5	16000098	16000498
5	16360098	16360498
5	16720098	16720498
5	18609499	18609899
5	18969499	18969899
5	19449499	19449899
5	19689499	19689899
5	19960098	19960498
5	20320098	20320498
5	22840098	22840498
5	23560098	23560498
5	23769499	23769899
5	24849499	24849899
5	25089499	25089899
5	27009499	27009899
5	27609499	27609899
5	27969499	27969899
5	29529499	29529899
5	30400098	30400498
5	30489499	30489899
5	31120098	31120498
5	32200098	32200498
5	32409499	32409899
5	32920098	32920498
5	35440098	35440498
5	38320098	38320498
5	39129499	39129899
5	39249499	39249899
5	40569499	40569899
5	42280098	42280498
5	45009499	45009899
5	45520098	45520498
5	46240098	46240498
5	47049499	47049899
5	47169499	47169899
5	49689499	49689899
5	49929499	49929899
5	52089499	52089899
5	52449499	52449899
5	53800098	53800498
5	54009499	54009899
5	54249499	54249899
5	54369499	54369899
5	54969499	54969899
